,Gu_code,X,Y,light_num,cross_num,subway_num,school_num,land_value,center_div,island,limit_vel,road_num,road_size,load_length,acc_num
15,AA,129.038779600 ,35.167501520 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1428136.363000000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.000000000 ,8.250000000 ,468.250000000 ,62.000000000 
16,AA,129.034660900 ,35.170172370 ,22.000000000 ,4.000000000 ,0.000000000 ,0.000000000 ,891897.777700000 ,0.000000000 ,0.000000000 ,30.000000000 ,1.000000000 ,7.257000000 ,573.714000000 ,6.000000000 
17,AA,129.028622300 ,35.171967960 ,16.000000000 ,4.000000000 ,0.000000000 ,2.000000000 ,695400.000000000 ,0.000000000 ,0.000000000 ,30.000000000 ,1.500000000 ,17.500000000 ,1207.000000000 ,19.000000000 
18,AA,129.081200500 ,35.215270650 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,2478800.000000000 ,0.000000000 ,0.000000000 ,50.000000000 ,2.000000000 ,20.667000000 ,8822.667000000 ,4.000000000 
19,AA,129.098457700 ,35.194151560 ,17.000000000 ,3.000000000 ,1.000000000 ,1.000000000 ,1224372.222000000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.750000000 ,15.333000000 ,839.667000000 ,24.000000000 
20,AA,129.064518200 ,35.200538400 ,21.000000000 ,3.000000000 ,1.000000000 ,1.000000000 ,2721764.705000000 ,0.000000000 ,0.000000000 ,55.000000000 ,2.000000000 ,15.500000000 ,933.500000000 ,46.000000000 
21,AA,129.067133400 ,35.204202870 ,10.000000000 ,2.000000000 ,1.000000000 ,1.000000000 ,3247100.000000000 ,0.000000000 ,0.000000000 ,60.000000000 ,3.000000000 ,25.500000000 ,1429.500000000 ,49.000000000 
22,AA,129.076791700 ,35.214157590 ,12.000000000 ,3.000000000 ,0.000000000 ,2.000000000 ,2032286.666000000 ,0.000000000 ,1.000000000 ,45.000000000 ,1.500000000 ,17.000000000 ,4950.000000000 ,14.000000000 
23,AA,129.085052700 ,35.221727840 ,2.000000000 ,0.000000000 ,1.000000000 ,0.000000000 ,2508523.529000000 ,0.000000000 ,0.000000000 ,60.000000000 ,1.500000000 ,12.667000000 ,784.333000000 ,17.000000000 
24,AA,129.078880000 ,35.124329120 ,7.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,976686.666600000 ,0.000000000 ,0.000000000 ,56.667000000 ,2.000000000 ,22.500000000 ,3228.000000000 ,25.000000000 
25,AA,129.092348600 ,35.126872180 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1002804.347000000 ,0.000000000 ,0.000000000 ,35.000000000 ,1.000000000 ,9.500000000 ,413.000000000 ,6.000000000 
26,AA,129.104067300 ,35.130534840 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1328160.606000000 ,0.000000000 ,1.000000000 ,50.000000000 ,2.667000000 ,26.000000000 ,1092.000000000 ,12.000000000 
27,AA,129.088122900 ,35.133141810 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1169918.750000000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.500000000 ,8.000000000 ,483.500000000 ,20.000000000 
28,AA,129.071323900 ,35.143938280 ,8.000000000 ,2.000000000 ,0.000000000 ,3.000000000 ,1476775.862000000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.000000000 ,14.000000000 ,640.333000000 ,11.000000000 
29,AA,129.018707300 ,35.213152180 ,10.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,1952607.692000000 ,0.000000000 ,0.000000000 ,60.000000000 ,3.000000000 ,18.667000000 ,1652.333000000 ,26.000000000 
30,AA,129.010218200 ,35.212593740 ,17.000000000 ,4.000000000 ,1.000000000 ,2.000000000 ,1318115.789000000 ,1.000000000 ,0.000000000 ,60.000000000 ,2.500000000 ,16.500000000 ,1622.500000000 ,89.000000000 
31,AA,129.009510300 ,35.215086020 ,0.000000000 ,0.000000000 ,0.000000000 ,4.000000000 ,586213.333300000 ,1.000000000 ,0.000000000 ,60.000000000 ,1.667000000 ,18.667000000 ,92175.667000000 ,17.000000000 
32,AA,129.121102800 ,35.184392520 ,7.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,597300.000000000 ,0.000000000 ,0.000000000 ,60.000000000 ,2.000000000 ,19.000000000 ,7781.500000000 ,40.000000000 
33,AA,129.120884900 ,35.187962020 ,17.000000000 ,1.000000000 ,1.000000000 ,1.000000000 ,876635.294100000 ,0.000000000 ,0.000000000 ,55.000000000 ,2.000000000 ,14.333000000 ,5276.333000000 ,58.000000000 
34,AA,129.148497500 ,35.156699060 ,16.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,4052200.000000000 ,0.000000000 ,1.000000000 ,60.000000000 ,2.000000000 ,20.000000000 ,1833.000000000 ,14.000000000 
35,AA,129.149923100 ,35.159859560 ,8.000000000 ,1.000000000 ,1.000000000 ,0.000000000 ,2210259.459000000 ,0.000000000 ,0.000000000 ,43.333000000 ,1.333000000 ,20.000000000 ,1643.000000000 ,8.000000000 
36,AA,129.169662300 ,35.161786370 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,2585346.153000000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.500000000 ,15.000000000 ,5108.000000000 ,8.000000000 
37,AA,129.166764700 ,35.162178900 ,7.000000000 ,1.000000000 ,0.000000000 ,1.000000000 ,2937707.692000000 ,0.000000000 ,0.000000000 ,43.333000000 ,1.333000000 ,10.500000000 ,2635.000000000 ,18.000000000 
38,AA,129.170169300 ,35.163504060 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,2220166.666000000 ,0.000000000 ,0.000000000 ,46.667000000 ,1.333000000 ,30.000000000 ,5131.000000000 ,11.000000000 
39,AA,129.169449300 ,35.164511180 ,16.000000000 ,2.000000000 ,1.000000000 ,1.000000000 ,2930938.461000000 ,0.000000000 ,4.000000000 ,47.500000000 ,1.500000000 ,19.667000000 ,3070.333000000 ,27.000000000 
40,AA,129.161284900 ,35.164993490 ,13.000000000 ,1.000000000 ,1.000000000 ,0.000000000 ,4613555.555000000 ,0.000000000 ,0.000000000 ,55.000000000 ,2.000000000 ,21.000000000 ,8164.000000000 ,34.000000000 
41,AA,129.175621300 ,35.165016120 ,13.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1280130.000000000 ,0.000000000 ,0.000000000 ,30.000000000 ,2.000000000 ,11.500000000 ,562.000000000 ,2.000000000 
42,AA,129.162609000 ,35.165727460 ,11.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,3046076.470000000 ,0.000000000 ,0.000000000 ,46.667000000 ,2.000000000 ,16.000000000 ,5302.667000000 ,34.000000000 
43,AA,129.168395900 ,35.166057020 ,8.000000000 ,1.000000000 ,1.000000000 ,1.000000000 ,3632742.857000000 ,0.000000000 ,1.000000000 ,55.000000000 ,1.500000000 ,20.500000000 ,2844.500000000 ,11.000000000 
44,AA,129.177127600 ,35.166529870 ,5.000000000 ,1.000000000 ,0.000000000 ,1.000000000 ,2242360.000000000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.333000000 ,15.000000000 ,507.500000000 ,6.000000000 
45,AA,129.129090900 ,35.167227740 ,14.000000000 ,3.000000000 ,0.000000000 ,0.000000000 ,3558166.666000000 ,1.000000000 ,2.000000000 ,58.333000000 ,3.833000000 ,46.113000000 ,4246.000000000 ,80.000000000 
46,AA,129.133640300 ,35.170005840 ,12.000000000 ,2.000000000 ,2.000000000 ,0.000000000 ,5726000.000000000 ,2.000000000 ,0.000000000 ,53.333000000 ,3.000000000 ,35.000000000 ,1606.500000000 ,15.000000000 
47,AA,129.163692800 ,35.170887060 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,830870.588200000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.000000000 ,10.000000000 ,520.000000000 ,1.000000000 
48,AA,129.132465500 ,35.171150990 ,16.000000000 ,2.000000000 ,2.000000000 ,0.000000000 ,6777600.000000000 ,0.000000000 ,0.000000000 ,60.000000000 ,2.500000000 ,20.000000000 ,1425.000000000 ,11.000000000 
49,AA,129.174548800 ,35.171316870 ,0.000000000 ,0.000000000 ,1.000000000 ,0.000000000 ,4623416.666000000 ,0.000000000 ,2.000000000 ,50.000000000 ,2.000000000 ,21.000000000 ,1163.000000000 ,23.000000000 
50,AA,129.177410200 ,35.171690180 ,0.000000000 ,0.000000000 ,1.000000000 ,0.000000000 ,1620737.500000000 ,0.000000000 ,1.000000000 ,40.000000000 ,1.500000000 ,20.000000000 ,2330.000000000 ,1.000000000 
51,AA,129.166664900 ,35.173844120 ,4.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1751200.000000000 ,0.000000000 ,0.000000000 ,35.000000000 ,1.500000000 ,11.440000000 ,576.000000000 ,1.000000000 
52,AA,129.175097300 ,35.178389370 ,5.000000000 ,1.000000000 ,0.000000000 ,3.000000000 ,2012800.000000000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.500000000 ,15.000000000 ,731.000000000 ,5.000000000 
53,AA,129.118562500 ,35.184090520 ,7.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,608726.666600000 ,1.000000000 ,1.000000000 ,60.000000000 ,2.500000000 ,31.112000000 ,4860.500000000 ,32.000000000 
54,AA,129.117561100 ,35.203916180 ,12.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,697330.769200000 ,1.000000000 ,0.000000000 ,45.000000000 ,1.000000000 ,10.000000000 ,1615.500000000 ,15.000000000 
55,AA,128.957113300 ,35.059444870 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,684857.142800000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.000000000 ,10.000000000 ,723.000000000 ,1.000000000 
56,AA,128.984262200 ,35.061031930 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,538400.000000000 ,0.000000000 ,0.000000000 ,45.000000000 ,1.500000000 ,16.000000000 ,947.000000000 ,1.000000000 
57,AA,128.962519500 ,35.082327870 ,8.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,905400.000000000 ,0.000000000 ,0.000000000 ,43.333000000 ,1.333000000 ,25.000000000 ,3146.000000000 ,1.000000000 
58,AA,128.968067600 ,35.084568180 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,732280.000000000 ,0.000000000 ,0.000000000 ,35.000000000 ,1.000000000 ,15.000000000 ,723.000000000 ,6.000000000 
59,AA,128.977834700 ,35.096131460 ,21.000000000 ,3.000000000 ,0.000000000 ,0.000000000 ,279250.000000000 ,0.000000000 ,2.000000000 ,50.000000000 ,2.333000000 ,25.000000000 ,8115.500000000 ,40.000000000 
60,AA,128.955991300 ,35.099206460 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,841027.272700000 ,1.000000000 ,0.000000000 ,55.000000000 ,2.500000000 ,27.000000000 ,9803.500000000 ,11.000000000 
61,AA,128.964020300 ,35.112889060 ,10.000000000 ,2.000000000 ,0.000000000 ,1.000000000 ,2045059.090000000 ,1.000000000 ,0.000000000 ,50.000000000 ,2.000000000 ,23.000000000 ,6033.000000000 ,68.000000000 
62,AA,129.087542900 ,35.223076090 ,12.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,863300.000000000 ,0.000000000 ,1.000000000 ,60.000000000 ,3.000000000 ,21.000000000 ,9016.000000000 ,73.000000000 
63,AA,129.093340300 ,35.279621990 ,12.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,330057.142800000 ,0.000000000 ,2.000000000 ,52.500000000 ,1.500000000 ,30.000000000 ,17532.000000000 ,18.000000000 
64,AA,129.103017500 ,35.214451150 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1445459.322000000 ,0.000000000 ,0.000000000 ,43.333000000 ,1.333000000 ,6.750000000 ,353.500000000 ,21.000000000 
65,AA,129.089630000 ,35.234970090 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1739430.000000000 ,0.000000000 ,0.000000000 ,60.000000000 ,1.000000000 ,10.000000000 ,1187.000000000 ,8.000000000 
66,AA,129.092460900 ,35.241676900 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1644833.333000000 ,0.000000000 ,0.000000000 ,45.000000000 ,1.500000000 ,19.333000000 ,8842.333000000 ,5.000000000 
67,AA,129.087780100 ,35.260845090 ,16.000000000 ,4.000000000 ,0.000000000 ,1.000000000 ,1459829.411000000 ,0.000000000 ,0.000000000 ,43.333000000 ,1.333000000 ,16.000000000 ,4158.000000000 ,16.000000000 
68,AA,128.889854700 ,35.162598490 ,6.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,53978.333330000 ,1.000000000 ,0.000000000 ,55.000000000 ,2.500000000 ,23.500000000 ,11585.000000000 ,26.000000000 
69,AA,128.852611000 ,35.088967620 ,16.000000000 ,4.000000000 ,0.000000000 ,0.000000000 ,262954.545400000 ,0.000000000 ,0.000000000 ,70.000000000 ,2.500000000 ,33.359000000 ,2147.667000000 ,12.000000000 
70,AA,128.862075700 ,35.088972930 ,16.000000000 ,4.000000000 ,0.000000000 ,0.000000000 ,330845.454500000 ,0.000000000 ,0.000000000 ,70.000000000 ,2.500000000 ,26.693000000 ,2112.333000000 ,10.000000000 
71,AA,128.835545600 ,35.092210490 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,320385.714200000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.000000000 ,15.000000000 ,615.000000000 ,1.000000000 
72,AA,128.849218500 ,35.092577430 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,478985.714200000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.500000000 ,17.500000000 ,800.500000000 ,5.000000000 
73,AA,128.827951500 ,35.093316930 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,315011.111100000 ,2.000000000 ,0.000000000 ,55.000000000 ,2.000000000 ,27.539000000 ,2715.000000000 ,1.000000000 
74,AA,128.851323600 ,35.093473870 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,577028.571400000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.500000000 ,20.000000000 ,2582.500000000 ,1.000000000 
75,AA,128.866928300 ,35.093511400 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,522383.333300000 ,0.000000000 ,0.000000000 ,55.000000000 ,1.500000000 ,20.000000000 ,2617.000000000 ,1.000000000 
76,AA,128.852575500 ,35.095654650 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,380112.500000000 ,0.000000000 ,0.000000000 ,65.000000000 ,2.000000000 ,25.000000000 ,801.500000000 ,2.000000000 
77,AA,128.865758500 ,35.096741650 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,478957.142800000 ,0.000000000 ,0.000000000 ,55.000000000 ,1.500000000 ,22.500000000 ,1715.500000000 ,2.000000000 
78,AA,128.859158400 ,35.098021270 ,16.000000000 ,4.000000000 ,0.000000000 ,0.000000000 ,469412.500000000 ,0.000000000 ,0.000000000 ,55.000000000 ,1.500000000 ,20.000000000 ,1622.667000000 ,4.000000000 
79,AA,128.829256800 ,35.099486240 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,496740.000000000 ,0.000000000 ,0.000000000 ,40.000000000 ,1.000000000 ,15.000000000 ,322.500000000 ,1.000000000 
80,AA,128.839423100 ,35.099579680 ,11.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,362925.000000000 ,2.000000000 ,0.000000000 ,46.667000000 ,1.667000000 ,23.000000000 ,7836.500000000 ,18.000000000 
81,AA,128.868715000 ,35.101640710 ,15.000000000 ,3.000000000 ,0.000000000 ,0.000000000 ,113569.230700000 ,0.000000000 ,1.000000000 ,66.667000000 ,2.333000000 ,27.500000000 ,2308.000000000 ,2.000000000 
82,AA,128.953856600 ,35.181661060 ,8.000000000 ,1.000000000 ,1.000000000 ,0.000000000 ,343583.333300000 ,0.000000000 ,1.000000000 ,60.000000000 ,3.500000000 ,19.000000000 ,2402.000000000 ,4.000000000 
83,AA,128.833345100 ,35.089059930 ,17.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,211880.000000000 ,0.000000000 ,0.000000000 ,65.000000000 ,3.500000000 ,28.359000000 ,4111.667000000 ,12.000000000 
84,AA,128.917211500 ,35.095892480 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,733136.363600000 ,0.000000000 ,0.000000000 ,45.000000000 ,1.500000000 ,29.301000000 ,2104.574000000 ,2.000000000 
85,AA,128.823174800 ,35.100565350 ,15.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,106566.666600000 ,0.000000000 ,0.000000000 ,50.000000000 ,2.000000000 ,25.000000000 ,4929.000000000 ,23.000000000 
86,AA,128.830701400 ,35.148967180 ,19.000000000 ,4.000000000 ,0.000000000 ,0.000000000 ,408533.333300000 ,0.000000000 ,0.000000000 ,60.000000000 ,2.500000000 ,21.750000000 ,2342.000000000 ,11.000000000 
87,AA,128.872933300 ,35.108375880 ,15.000000000 ,3.000000000 ,0.000000000 ,0.000000000 ,144206.666600000 ,0.000000000 ,0.000000000 ,65.000000000 ,2.500000000 ,25.000000000 ,2106.000000000 ,7.000000000 
88,AA,128.887349700 ,35.111545180 ,14.000000000 ,2.000000000 ,0.000000000 ,0.000000000 ,202460.714200000 ,0.000000000 ,0.000000000 ,60.000000000 ,3.000000000 ,21.834000000 ,2144.333000000 ,3.000000000 
89,AA,128.861401500 ,35.143886910 ,11.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,51000.000000000 ,1.000000000 ,0.000000000 ,70.000000000 ,2.500000000 ,27.500000000 ,50053.451000000 ,1.000000000 
90,AA,128.880392500 ,35.147926580 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,992500.000000000 ,0.000000000 ,0.000000000 ,52.500000000 ,2.500000000 ,24.146000000 ,925.100000000 ,2.000000000 
91,AA,128.899442300 ,35.084326220 ,16.000000000 ,5.000000000 ,0.000000000 ,1.000000000 ,794050.000000000 ,0.000000000 ,0.000000000 ,30.000000000 ,2.000000000 ,20.000000000 ,1229.000000000 ,18.000000000 
92,AA,128.951448400 ,35.163832200 ,20.000000000 ,4.000000000 ,0.000000000 ,0.000000000 ,1083000.000000000 ,0.000000000 ,0.000000000 ,50.000000000 ,2.000000000 ,25.000000000 ,591.697000000 ,3.000000000 
93,AA,128.960092300 ,35.169303380 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,69580.000000000 ,1.000000000 ,4.000000000 ,50.000000000 ,3.500000000 ,35.560000000 ,8314.329000000 ,6.000000000 
94,AA,129.074012500 ,35.188499990 ,11.000000000 ,0.000000000 ,1.000000000 ,0.000000000 ,1117400.000000000 ,0.000000000 ,3.000000000 ,52.500000000 ,3.250000000 ,45.000000000 ,3980.000000000 ,69.000000000 
95,AA,129.073661800 ,35.191249090 ,8.000000000 ,1.000000000 ,1.000000000 ,0.000000000 ,3233340.000000000 ,0.000000000 ,0.000000000 ,60.000000000 ,2.500000000 ,20.000000000 ,331.000000000 ,11.000000000 
96,AA,129.090549800 ,35.193089900 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1125563.636000000 ,0.000000000 ,0.000000000 ,55.000000000 ,1.500000000 ,17.500000000 ,9247.000000000 ,16.000000000 
97,AA,129.113994600 ,35.148589120 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,3697982.758000000 ,0.000000000 ,0.000000000 ,45.000000000 ,1.500000000 ,9.000000000 ,216.600000000 ,9.000000000 
98,AA,129.118105500 ,35.154976120 ,24.000000000 ,4.000000000 ,0.000000000 ,2.000000000 ,3305242.857000000 ,0.000000000 ,0.000000000 ,50.000000000 ,2.000000000 ,23.079000000 ,1335.000000000 ,89.000000000 
99,AA,129.132459600 ,35.156044990 ,2.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,2730750.000000000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.500000000 ,22.000000000 ,2590.500000000 ,3.000000000 
100,AA,128.966209300 ,35.127137960 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,971675.000000000 ,0.000000000 ,5.000000000 ,53.333000000 ,2.000000000 ,19.333000000 ,447.667000000 ,22.000000000 
101,AA,128.988421000 ,35.142010060 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1057425.000000000 ,2.000000000 ,0.000000000 ,46.667000000 ,2.333000000 ,15.200000000 ,2132.600000000 ,20.000000000 
102,AA,128.987964500 ,35.143484340 ,15.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,508528.571400000 ,1.000000000 ,2.000000000 ,52.000000000 ,2.400000000 ,30.000000000 ,2968.000000000 ,44.000000000 
103,AA,128.985109300 ,35.147473400 ,7.000000000 ,1.000000000 ,0.000000000 ,1.000000000 ,1607400.000000000 ,0.000000000 ,0.000000000 ,43.333000000 ,1.333000000 ,12.000000000 ,1333.667000000 ,9.000000000 
104,AA,128.986068100 ,35.151446900 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1617166.666000000 ,0.000000000 ,0.000000000 ,53.333000000 ,1.333000000 ,12.333000000 ,1333.667000000 ,33.000000000 
105,AA,128.976344900 ,35.153132430 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,1234566.666000000 ,1.000000000 ,0.000000000 ,60.000000000 ,1.500000000 ,11.667000000 ,1155.000000000 ,13.000000000 
106,AA,129.014440100 ,35.153378930 ,13.000000000 ,1.000000000 ,0.000000000 ,2.000000000 ,728400.000000000 ,1.000000000 ,0.000000000 ,52.500000000 ,2.000000000 ,27.500000000 ,6167.000000000 ,21.000000000 
107,AA,128.988257700 ,35.173499680 ,12.000000000 ,2.000000000 ,0.000000000 ,4.000000000 ,743893.333300000 ,2.000000000 ,0.000000000 ,60.000000000 ,2.500000000 ,22.667000000 ,4503.667000000 ,38.000000000 
108,AA,128.994139500 ,35.184395370 ,14.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,871242.857100000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.750000000 ,25.500000000 ,478.500000000 ,14.000000000 
109,BB,129.036156200 ,35.107144840 ,14.000000000 ,1.000000000 ,0.000000000 ,0.000000000 ,3282966.666000000 ,0.000000000 ,0.000000000 ,53.333000000 ,2.333000000 ,25.000000000 ,13419.500000000 ,45.000000000 
110,BB,129.018578800 ,35.078472090 ,13.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,527350.000000000 ,2.000000000 ,2.000000000 ,52.500000000 ,1.250000000 ,23.200000000 ,1199.800000000 ,54.000000000 
111,BB,129.011666500 ,35.081889490 ,11.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,420372.727200000 ,0.000000000 ,0.000000000 ,60.000000000 ,2.000000000 ,18.500000000 ,2951.750000000 ,31.000000000 
112,BB,129.009170600 ,35.108422250 ,7.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,609960.000000000 ,0.000000000 ,1.000000000 ,50.000000000 ,1.000000000 ,13.000000000 ,2654.667000000 ,4.000000000 
113,BB,129.043314300 ,35.119570560 ,0.000000000 ,0.000000000 ,1.000000000 ,0.000000000 ,2722333.333000000 ,0.000000000 ,0.000000000 ,46.667000000 ,1.333000000 ,14.000000000 ,214.667000000 ,49.000000000 
114,BB,129.039063000 ,35.120242710 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,1722180.392000000 ,0.000000000 ,0.000000000 ,45.000000000 ,1.000000000 ,11.000000000 ,816.200000000 ,69.000000000 
115,BB,129.065053000 ,35.137054400 ,0.000000000 ,0.000000000 ,0.000000000 ,0.000000000 ,2077375.000000000 ,0.000000000 ,0.000000000 ,56.667000000 ,3.000000000 ,20.500000000 ,1073.000000000 ,29.000000000 
116,BB,129.049029300 ,35.140295930 ,0.000000000 ,0.000000000 ,0.000000000 ,1.000000000 ,865279.268200000 ,0.000000000 ,0.000000000 ,50.000000000 ,1.000000000 ,10.900000000 ,2243.600000000 ,18.000000000 
117,BB,129.066710500 ,35.071151460 ,4.000000000 ,2.000000000 ,0.000000000 ,4.000000000 ,526734.615300000 ,0.000000000 ,0.000000000 ,36.667000000 ,1.333000000 ,6.000000000 ,298.500000000 ,2.000000000 
